Last_Update,Country_Region,Province_State,Copy_of_Confirmed,Copy_of_Deaths,Copy_of_Recovered
2020-04-27,US,Northern Mariana Islands,14,2,0
2020-04-27,US,Ohio,15972,728,0
2020-04-27,US,Oklahoma,3254,195,0
2020-04-27,US,Oregon,2311,92,0
2020-04-27,US,Pennsylvania,42616,1816,0
2020-04-27,US,Puerto Rico,1371,84,0
2020-04-27,US,Recovered,0,0,106988
2020-04-27,US,Rhode Island,7439,226,0
2020-04-27,US,South Carolina,5498,174,0
2020-04-27,US,South Dakota,2212,11,0
2020-04-27,US,Tennessee,9667,181,0
2020-04-27,US,Texas,24967,651,0
2020-04-27,US,Utah,4123,41,0
2020-04-27,US,Vermont,851,46,0
2020-04-27,US,Virgin Islands,57,4,0
2020-04-27,US,Virginia,12970,449,0
2020-04-27,US,Washington,13686,764,0
2020-04-27,US,West Virginia,1055,34,0
2020-04-27,US,Wisconsin,5912,272,0
2020-04-27,US,Wyoming,502,7,0
2020-04-27,United Kingdom,Anguilla,3,0,1
2020-04-27,United Kingdom,Bermuda,109,5,39
2020-04-27,United Kingdom,British Virgin Islands,6,1,3
2020-04-27,United Kingdom,Cayman Islands,70,1,8
2020-04-27,United Kingdom,Channel Islands,525,35,332
2020-04-27,United Kingdom,Falkland Islands (Malvinas),13,0,11
2020-04-27,United Kingdom,Gibraltar,141,0,131
2020-04-27,United Kingdom,Isle of Man,308,18,247
2020-04-27,United Kingdom,Montserrat,11,1,2
2020-04-27,United Kingdom,Turks and Caicos Islands,11,1,4
2020-04-28,Australia,Australian Capital Territory,106,3,100
2020-04-28,Australia,New South Wales,3004,34,2227
2020-04-28,Australia,Northern Territory,28,0,23
2020-04-28,Australia,Queensland,1033,6,926
2020-04-28,Australia,South Australia,438,4,414
2020-04-28,Australia,Tasmania,214,11,132
2020-04-28,Australia,Victoria,1349,17,1280
2020-04-28,Australia,Western Australia,549,8,486
2020-04-28,Canada,Alberta,4696,75,0
2020-04-28,Canada,British Columbia,1998,104,0
2020-04-28,Canada,Diamond Princess,0,1,0
2020-04-28,Canada,Grand Princess,13,0,0
2020-04-28,Canada,Manitoba,273,6,0
2020-04-28,Canada,New Brunswick,118,0,0
2020-04-28,Canada,Newfoundland and Labrador,258,3,0
2020-04-28,Canada,Northwest Territories,5,0,0
2020-04-28,Canada,Nova Scotia,900,24,0
2020-04-28,Canada,Ontario,15970,1023,0
2020-04-28,Canada,Prince Edward Island,26,0,0
2020-04-28,Canada,Quebec,24983,1600,0
2020-04-28,Canada,Recovered,0,0,18268
2020-04-28,Canada,Saskatchewan,365,5,0
2020-04-28,Canada,Yukon,11,0,0
2020-04-28,China,Beijing,593,9,536
2020-04-28,China,Guangdong,1587,8,1547
2020-04-28,China,Heilongjiang,939,13,586
2020-04-28,China,Inner Mongolia,199,1,145
2020-04-28,China,Shanghai,644,7,581
2020-04-28,China,Shanxi,197,0,160
2020-04-28,China,Zhejiang,1268,1,1261
2020-04-28,Denmark,Faroe Islands,187,0,178
2020-04-28,Denmark,Greenland,11,0,11
2020-04-28,France,French Guiana,111,1,87
2020-04-28,France,French Polynesia,57,0,43
2020-04-28,France,Guadeloupe,149,12,82
2020-04-28,France,Martinique,175,14,77
2020-04-28,France,Mayotte,401,4,144
2020-04-28,France,New Caledonia,18,0,17
2020-04-28,France,Reunion,418,0,300
2020-04-28,France,Saint Barthelemy,6,0,6
2020-04-28,France,Saint Pierre and Miquelon,1,0,0
2020-04-28,France,St Martin,38,3,24
2020-04-28,Netherlands,Aruba,100,2,73
2020-04-28,Netherlands,"Bonaire, Sint Eustatius and Saba",5,0,0
2020-04-28,Netherlands,Curacao,16,1,11
2020-04-28,Netherlands,Sint Maarten,74,13,33
2020-04-28,US,Alabama,6539,228,0
2020-04-28,US,Alaska,345,9,0
2020-04-28,US,Arizona,6725,275,0
2020-04-28,US,Arkansas,3069,51,0
2020-04-28,US,California,44966,1779,0
2020-04-28,US,Colorado,13879,706,0
2020-04-28,US,Connecticut,25997,2012,0
2020-04-28,US,Delaware,4162,125,0
2020-04-28,US,Diamond Princess,49,0,0
2020-04-28,US,District of Columbia,3892,185,0
2020-04-28,US,Florida,32138,1088,0
2020-04-28,US,Georgia,24302,995,0
2020-04-28,US,Grand Princess,103,3,0
2020-04-28,US,Guam,141,5,0
2020-04-28,US,Hawaii,607,16,0
2020-04-28,US,Idaho,1897,56,0
2020-04-28,US,Illinois,45883,1983,0
2020-04-28,US,Indiana,15961,844,0
2020-04-28,US,Iowa,5868,127,0
2020-04-28,US,Kansas,3473,126,0
2020-04-28,US,Kentucky,4156,213,0
2020-04-28,US,Louisiana,27068,1740,0
2020-04-28,US,Maine,1023,51,0
2020-04-28,US,Maryland,19487,945,0
2020-04-28,US,Massachusetts,56462,3003,0
2020-04-28,US,Michigan,38210,3407,0
2020-04-28,US,Minnesota,3811,286,0
2020-04-28,US,Mississippi,6094,229,0
2020-04-28,US,Missouri,7305,343,0
2020-04-28,US,Montana,449,14,0
2020-04-28,US,Nebraska,3358,56,0
2020-04-28,US,Nevada,4700,206,0
2020-04-28,US,New Hampshire,1938,60,0
2020-04-28,US,New Jersey,111188,6044,0
2020-04-28,US,New Mexico,2825,99,0
2020-04-28,US,New York,160489,17515,0
2020-04-28,US,North Carolina,9428,340,0
2020-04-28,US,North Dakota,942,19,0
2020-04-28,US,Northern Mariana Islands,14,2,0
2020-04-28,US,Ohio,16325,753,0
2020-04-28,US,Oklahoma,3281,197,0
2020-04-28,US,Oregon,2354,92,0
2020-04-28,US,Pennsylvania,43558,1886,0
2020-04-28,US,Puerto Rico,1389,84,0
2020-04-28,US,Recovered,0,0,111424
2020-04-28,US,Rhode Island,7708,233,0
2020-04-28,US,South Carolina,5613,177,0
2020-04-28,US,South Dakota,2244,11,0
2020-04-28,US,Tennessee,9918,184,0
2020-04-28,US,Texas,25321,666,0
2020-04-28,US,Utah,4236,41,0
2020-04-28,US,Vermont,855,47,0
2020-04-28,US,Virgin Islands,57,4,0
2020-04-28,US,Virginia,13538,460,0
2020-04-28,US,West Virginia,1063,34,0
2020-04-28,US,Wisconsin,6081,281,0
2020-04-28,US,Wyoming,520,7,0
2020-04-28,United Kingdom,Anguilla,3,0,3
2020-04-28,United Kingdom,Bermuda,110,6,44
2020-04-28,United Kingdom,British Virgin Islands,6,1,3
2020-04-28,United Kingdom,Cayman Islands,70,1,8
2020-04-28,United Kingdom,Channel Islands,525,35,352
2020-04-28,United Kingdom,Falkland Islands (Malvinas),13,0,11
2020-04-28,United Kingdom,Gibraltar,141,0,131
2020-04-28,United Kingdom,Isle of Man,308,20,248
2020-04-28,United Kingdom,Montserrat,11,1,2
2020-04-28,United Kingdom,Turks and Caicos Islands,12,1,5
2020-04-29,Australia,Australian Capital Territory,106,3,101
2020-04-29,Australia,New South Wales,3016,39,2266
2020-04-29,Australia,Northern Territory,28,0,25
2020-04-29,Australia,Queensland,1034,6,934
2020-04-29,Australia,South Australia,438,4,420
2020-04-29,Australia,Tasmania,218,11,137
2020-04-29,Australia,Victoria,1354,18,1287
2020-04-29,Australia,Western Australia,550,8,495
2020-04-29,Canada,Alberta,4850,80,0
2020-04-29,Canada,British Columbia,2053,106,0
2020-04-29,Canada,Diamond Princess,0,1,0
2020-04-29,Canada,Grand Princess,13,0,0
2020-04-29,Canada,Manitoba,273,6,0
2020-04-29,Canada,New Brunswick,118,0,0
2020-04-29,Canada,Newfoundland and Labrador,258,3,0
2020-04-29,Canada,Northwest Territories,5,0,0
2020-04-29,Canada,Nova Scotia,915,27,0
2020-04-29,Canada,Ontario,16500,1072,0
2020-04-29,Canada,Prince Edward Island,27,0,0
2020-04-29,Canada,Quebec,25761,1683,0
2020-04-29,Canada,Recovered,0,0,19231
2020-04-29,Canada,Saskatchewan,366,5,0
2020-04-29,Canada,Yukon,11,0,0
2020-04-29,China,Anhui,991,6,985
2020-04-29,China,Beijing,593,9,538
2020-04-29,China,Chongqing,579,6,573
2020-04-29,China,Fujian,355,1,352
2020-04-29,China,Gansu,139,2,137
2020-04-29,China,Guangdong,1588,8,1554
2020-04-29,China,Guangxi,254,2,252
2020-04-29,China,Guizhou,147,2,145
2020-04-29,China,Hainan,168,6,162
2020-04-29,China,Hebei,328,6,318
2020-04-29,China,Heilongjiang,939,13,587
2020-04-29,China,Henan,1276,22,1254
2020-04-29,China,Hong Kong,1037,4,811
2020-04-29,China,Hubei,68128,4512,63616
2020-04-29,China,Hunan,1019,4,1015
2020-04-29,China,Inner Mongolia,199,1,146
2020-04-29,China,Jiangsu,653,0,647
2020-04-29,China,Jiangxi,937,1,936
2020-04-29,China,Jilin,110,1,99
2020-04-29,China,Liaoning,146,2,143
2020-04-29,China,Macau,45,0,33
2020-04-29,China,Ningxia,75,0,75
2020-04-29,China,Qinghai,18,0,18
2020-04-29,China,Shaanxi,306,3,253
2020-04-29,China,Shandong,787,7,771
2020-04-29,China,Shanghai,645,7,584
2020-04-29,China,Shanxi,197,0,160
2020-04-29,China,Sichuan,561,3,558
2020-04-29,China,Tianjin,190,3,183
2020-04-29,China,Tibet,1,0,1
2020-04-29,China,Xinjiang,76,3,73
2020-04-29,China,Yunnan,185,2,181
2020-04-29,China,Zhejiang,1268,1,1262
2020-04-29,Denmark,Faroe Islands,187,0,181
2020-04-29,Denmark,Greenland,11,0,11
2020-04-29,France,French Guiana,125,1,93
2020-04-29,France,French Polynesia,58,0,49
2020-04-29,France,Guadeloupe,149,12,82
2020-04-29,France,Martinique,175,14,83
2020-04-29,France,Mayotte,460,4,235
2020-04-29,France,New Caledonia,18,0,17
2020-04-29,France,Reunion,418,0,300
2020-04-29,France,Saint Barthelemy,6,0,6
2020-04-29,France,Saint Pierre and Miquelon,1,0,0
2020-04-29,France,St Martin,38,3,24
2020-04-29,Netherlands,Aruba,100,2,73
2020-04-29,Netherlands,"Bonaire, Sint Eustatius and Saba",5,0,0
2020-04-29,Netherlands,Curacao,16,1,11
2020-04-29,Netherlands,Sint Maarten,75,13,33
2020-04-29,US,Alabama,6750,242,0
2020-04-29,US,Alaska,351,9,0
2020-04-29,US,Arizona,6955,275,0
2020-04-29,US,Arkansas,3127,57,0
2020-04-29,US,California,46164,1864,0
2020-04-29,US,Colorado,14316,736,0
2020-04-29,US,Connecticut,26312,2087,0
2020-04-29,US,Delaware,4575,137,0
2020-04-29,US,Diamond Princess,49,0,0
2020-04-29,US,District of Columbia,3994,190,0
2020-04-29,US,Florida,32848,1171,0
2020-04-29,US,Georgia,24922,1036,0
2020-04-29,US,Grand Princess,103,3,0
2020-04-29,US,Guam,141,5,0
2020-04-29,US,Hawaii,609,16,0
2020-04-29,US,Idaho,1952,60,0
2020-04-29,US,Illinois,48102,2125,0
2020-04-29,US,Indiana,16588,901,0
2020-04-29,US,Iowa,6376,136,0
2020-04-29,US,Kansas,3652,127,0
2020-04-29,US,Kentucky,4375,225,0
2020-04-29,US,Louisiana,27286,1801,0
2020-04-29,US,Maine,1040,51,0
2020-04-29,US,Maryland,20113,1016,0
2020-04-29,US,Massachusetts,58302,3153,0
2020-04-29,US,Michigan,39262,3568,0
2020-04-29,US,Minnesota,4181,301,0
2020-04-29,US,Mississippi,6342,239,0
2020-04-29,US,Missouri,7450,330,0
2020-04-29,US,Montana,451,15,0
2020-04-29,US,Nebraska,3517,56,0
2020-04-29,US,Nevada,4821,219,0
2020-04-29,US,New Hampshire,2010,60,0
2020-04-29,US,New Jersey,113856,6442,0
2020-04-29,US,New Mexico,2974,105,0
2020-04-29,US,New York,295106,22912,0
2020-04-29,US,North Carolina,9755,363,0
2020-04-29,US,North Dakota,991,19,0
2020-04-29,US,Northern Mariana Islands,14,2,0
2020-04-29,US,Ohio,16769,799,0
2020-04-29,US,Oklahoma,3410,207,0
2020-04-29,US,Oregon,2385,99,0
2020-04-29,US,Pennsylvania,45137,2046,0
2020-04-29,US,Puerto Rico,1400,86,0
2020-04-29,US,Recovered,0,0,115936
2020-04-29,US,Rhode Island,7927,239,0
2020-04-29,US,South Carolina,5735,192,0
2020-04-29,US,South Dakota,2313,11,0
2020-04-29,US,Tennessee,10052,188,0
2020-04-29,US,Texas,26357,719,0
2020-04-29,US,Utah,4345,41,0
2020-04-29,US,Vermont,862,47,0
2020-04-29,US,Virgin Islands,57,4,0
2020-04-29,US,Virginia,14339,492,0
2020-04-29,US,Washington,13842,786,0
2020-04-29,US,West Virginia,1095,38,0
2020-04-29,US,Wisconsin,6289,300,0
2020-04-29,US,Wyoming,536,7,0
2020-04-29,United Kingdom,Anguilla,3,0,3
2020-04-29,United Kingdom,Bermuda,110,6,44
2020-04-29,United Kingdom,British Virgin Islands,6,1,3
2020-04-29,United Kingdom,Cayman Islands,70,1,10
2020-04-29,United Kingdom,Channel Islands,530,36,352
2020-04-29,United Kingdom,Falkland Islands (Malvinas),13,0,11
2020-04-29,United Kingdom,Gibraltar,141,0,131
2020-04-29,United Kingdom,Isle of Man,309,21,252
2020-04-29,United Kingdom,Montserrat,11,1,2
2020-04-29,United Kingdom,Turks and Caicos Islands,12,1,5
2020-04-30,Australia,Australian Capital Territory,106,3,101
2020-04-30,Australia,New South Wales,3016,40,2284
2020-04-30,Australia,Northern Territory,28,0,25
2020-04-30,Australia,Queensland,1033,6,943
2020-04-30,Australia,South Australia,438,4,420
2020-04-30,Australia,Tasmania,219,12,144
2020-04-30,Australia,Victoria,1361,18,1291
2020-04-30,Australia,Western Australia,551,8,507
2020-04-30,Canada,Alberta,5165,87,0
2020-04-30,Canada,British Columbia,2087,109,0
2020-04-30,Canada,Diamond Princess,0,1,0
2020-04-30,Canada,Grand Princess,13,0,0
2020-04-30,Canada,Manitoba,275,6,0
2020-04-30,Canada,New Brunswick,118,0,0
2020-04-30,Canada,Newfoundland and Labrador,258,3,0
2020-04-30,Canada,Northwest Territories,5,0,0
2020-04-30,Canada,Nova Scotia,935,28,0
2020-04-30,Canada,Ontario,16978,1153,0
2020-04-30,Canada,Prince Edward Island,27,0,0
2020-04-30,Canada,Quebec,26610,1762,0
2020-04-30,Canada,Recovered,0,0,20327
2020-04-30,Canada,Saskatchewan,383,6,0
2020-04-30,Canada,Yukon,11,0,0
2020-04-30,China,Anhui,991,6,985
2020-04-30,China,Beijing,593,9,542
2020-04-30,China,Chongqing,579,6,573
2020-04-30,China,Fujian,355,1,353
2020-04-30,China,Gansu,139,2,137
2020-04-30,China,Guangdong,1588,8,1557
2020-04-30,China,Guangxi,254,2,252
2020-04-30,China,Guizhou,147,2,145
2020-04-30,China,Hainan,168,6,162
2020-04-30,China,Hebei,328,6,318
2020-04-30,China,Heilongjiang,939,13,587
2020-04-30,China,Henan,1276,22,1254
2020-04-30,China,Hong Kong,1037,4,830
2020-04-30,China,Hubei,68128,4512,63616
2020-04-30,China,Hunan,1019,4,1015
2020-04-30,China,Inner Mongolia,200,1,150
2020-04-30,China,Jiangsu,653,0,648
2020-04-30,China,Jiangxi,937,1,936
2020-04-30,China,Jilin,111,1,99
2020-04-30,China,Liaoning,146,2,143
2020-04-30,China,Macau,45,0,34
2020-04-30,China,Ningxia,75,0,75
2020-04-30,China,Qinghai,18,0,18
2020-04-30,China,Shaanxi,306,3,253
2020-04-30,China,Shandong,787,7,772
2020-04-30,China,Shanghai,647,7,597
2020-04-30,China,Shanxi,197,0,164
2020-04-30,China,Sichuan,561,3,558
2020-04-30,China,Tianjin,190,3,183
2020-04-30,China,Tibet,1,0,1
2020-04-30,China,Xinjiang,76,3,73
2020-04-30,China,Yunnan,185,2,181
2020-04-30,China,Zhejiang,1268,1,1263
2020-04-30,Denmark,Faroe Islands,187,0,181
2020-04-30,Denmark,Greenland,11,0,11
2020-04-30,France,French Guiana,125,1,93
2020-04-30,France,French Polynesia,58,0,50
2020-04-30,France,Guadeloupe,149,12,82
2020-04-30,France,Martinique,175,14,83
2020-04-30,France,Mayotte,460,4,235
2020-04-30,France,New Caledonia,18,0,17
2020-04-30,France,Reunion,420,0,300
2020-04-30,France,Saint Barthelemy,6,0,6
2020-04-30,France,Saint Pierre and Miquelon,1,0,0
2020-04-30,France,St Martin,38,3,24
2020-04-30,Netherlands,Aruba,100,2,73
2020-04-30,Netherlands,"Bonaire, Sint Eustatius and Saba",5,0,0
2020-04-30,Netherlands,Curacao,16,1,13
2020-04-30,Netherlands,Sint Maarten,75,13,33
2020-04-30,US,Alabama,6912,256,0
2020-04-30,US,Alaska,355,9,0
2020-04-30,US,Arizona,7209,308,0
2020-04-30,US,Arkansas,3193,57,0
2020-04-30,US,California,48747,1946,0
2020-04-30,US,Colorado,14758,766,0
2020-04-30,US,Connecticut,26767,2169,0
2020-04-30,US,Delaware,4655,144,0
2020-04-30,US,Diamond Princess,49,0,0
2020-04-30,US,District of Columbia,4106,205,0
2020-04-30,US,Florida,33193,1218,0
2020-04-30,US,Georgia,25775,1101,0
2020-04-30,US,Grand Princess,103,3,0
2020-04-30,US,Guam,141,5,0
2020-04-30,US,Hawaii,613,16,0
2020-04-30,US,Idaho,1952,60,0
2020-04-30,US,Illinois,50358,2215,0
2020-04-30,US,Indiana,17182,964,0
2020-04-30,US,Iowa,6843,148,0
2020-04-30,US,Kansas,3839,134,0
2020-04-30,US,Kentucky,4537,234,0
2020-04-30,US,Louisiana,27660,1845,0
2020-04-30,US,Maine,1056,52,0
2020-04-30,US,Maryland,20849,1078,0
2020-04-30,US,Massachusetts,60265,3405,0
2020-04-30,US,Michigan,40399,3670,0
2020-04-30,US,Minnesota,4644,319,0
2020-04-30,US,Mississippi,6569,250,0
2020-04-30,US,Missouri,7660,338,0
2020-04-30,US,Montana,451,16,0
2020-04-30,US,Nebraska,3851,56,0
2020-04-30,US,Nevada,4934,230,0
2020-04-30,US,New Hampshire,2058,60,0
2020-04-30,US,New Jersey,116365,6771,0
2020-04-30,US,New Mexico,3213,112,0
2020-04-30,US,New York,299691,23477,0
2020-04-30,US,North Carolina,10180,382,0
2020-04-30,US,North Dakota,1033,19,0
2020-04-30,US,Northern Mariana Islands,14,2,0
2020-04-30,US,Ohio,17303,937,0
2020-04-30,US,Oklahoma,3473,214,0
2020-04-30,US,Oregon,2446,101,0
2020-04-30,US,Pennsylvania,46327,2373,0
2020-04-30,US,Puerto Rico,1433,86,0
2020-04-30,US,Recovered,0,0,120720
2020-04-30,US,Rhode Island,8247,251,0
2020-04-30,US,South Carolina,5882,231,0
2020-04-30,US,South Dakota,2373,13,0
2020-04-30,US,Tennessee,10366,195,0
2020-04-30,US,Texas,27257,754,0
2020-04-30,US,Utah,4497,45,0
2020-04-30,US,Vermont,862,47,0
2020-04-30,US,Virgin Islands,57,4,0
2020-04-30,US,Virginia,14962,522,0
2020-04-30,US,Washington,14070,801,0
2020-04-30,US,West Virginia,1110,38,0
2020-04-30,US,Wisconsin,6520,308,0
2020-04-30,US,Wyoming,545,7,0
2020-04-30,United Kingdom,Anguilla,3,0,3
2020-04-30,United Kingdom,Bermuda,111,6,48
2020-04-30,United Kingdom,British Virgin Islands,6,1,3
2020-04-30,United Kingdom,Cayman Islands,73,1,10
2020-04-30,United Kingdom,Channel Islands,537,38,386
2020-04-30,United Kingdom,Falkland Islands (Malvinas),13,0,11
2020-04-30,United Kingdom,Gibraltar,141,0,131
2020-04-30,United Kingdom,Isle of Man,313,21,258
2020-04-30,United Kingdom,Montserrat,11,1,2
2020-04-30,United Kingdom,Turks and Caicos Islands,12,1,5
2020-05-01,Australia,Australian Capital Territory,106,3,103
2020-05-01,Australia,New South Wales,3025,41,2293
2020-05-01,Australia,Northern Territory,28,0,25
2020-05-01,Australia,Queensland,1033,6,948
2020-05-01,Australia,South Australia,438,4,420
2020-05-01,Australia,Tasmania,221,13,153
2020-05-01,Australia,Victoria,1364,18,1293
2020-05-01,Australia,Western Australia,551,8,507
2020-05-01,Canada,Alberta,5355,90,0
2020-05-01,Canada,British Columbia,2112,111,0
2020-05-01,Canada,Diamond Princess,0,1,0
2020-05-01,Canada,Grand Princess,13,0,0
2020-05-01,Canada,Manitoba,277,6,0
2020-05-01,Canada,New Brunswick,118,0,0
2020-05-01,Canada,Newfoundland and Labrador,258,3,0
2020-05-01,Canada,Northwest Territories,5,0,0
2020-05-01,Canada,Nova Scotia,947,28,0
2020-05-01,Canada,Ontario,17395,1205,0
2020-05-01,Canada,Prince Edward Island,27,0,0
2020-05-01,Canada,Quebec,27550,1859,0
2020-05-01,Canada,Recovered,0,0,21424
2020-05-01,Canada,Saskatchewan,389,7,0
2020-05-01,Canada,Yukon,11,0,0
2020-05-01,China,Anhui,991,6,985
2020-05-01,China,Beijing,593,9,547
2020-05-01,China,Chongqing,579,6,573
2020-05-01,China,Fujian,356,1,353
2020-05-01,China,Gansu,139,2,137
2020-05-01,China,Guangdong,1588,8,1565
2020-05-01,China,Guangxi,254,2,252
2020-05-01,China,Guizhou,147,2,145
2020-05-01,China,Hainan,168,6,162
2020-05-01,China,Hebei,328,6,318
2020-05-01,China,Heilongjiang,944,13,587
2020-05-01,China,Henan,1276,22,1254
2020-05-01,China,Hong Kong,1037,4,846
2020-05-01,China,Hubei,68128,4512,63616
2020-05-01,China,Hunan,1019,4,1015
2020-05-01,China,Inner Mongolia,201,1,152
2020-05-01,China,Jiangsu,653,0,650
2020-05-01,China,Jiangxi,937,1,936
2020-05-01,China,Jilin,111,1,101
2020-05-01,China,Liaoning,146,2,143
2020-05-01,China,Macau,45,0,35
2020-05-01,China,Ningxia,75,0,75
2020-05-01,China,Qinghai,18,0,18
2020-05-01,China,Shaanxi,306,3,254
2020-05-01,China,Shandong,787,7,772
2020-05-01,China,Shanghai,652,7,599
2020-05-01,China,Shanxi,197,0,172
2020-05-01,China,Sichuan,561,3,558
2020-05-01,China,Tianjin,190,3,184
2020-05-01,China,Tibet,1,0,1
2020-05-01,China,Xinjiang,76,3,73
2020-05-01,China,Yunnan,185,2,181
2020-05-01,China,Zhejiang,1268,1,1264
2020-05-01,Denmark,Faroe Islands,187,0,184
2020-05-01,Denmark,Greenland,11,0,11
2020-05-01,France,French Guiana,126,1,94
2020-05-01,France,French Polynesia,58,0,50
2020-05-01,France,Guadeloupe,151,12,95
2020-05-01,France,Martinique,178,14,83
2020-05-01,France,Mayotte,539,4,235
2020-05-01,France,New Caledonia,18,0,17
2020-05-01,France,Reunion,420,0,300
2020-05-01,France,Saint Barthelemy,6,0,6
2020-05-01,France,Saint Pierre and Miquelon,1,0,0
2020-05-01,France,St Martin,38,3,24
2020-05-01,Netherlands,Aruba,100,2,79
2020-05-01,Netherlands,"Bonaire, Sint Eustatius and Saba",5,0,0
2020-05-01,Netherlands,Curacao,16,1,13
2020-05-01,Netherlands,Sint Maarten,75,13,33
2020-05-01,US,Alabama,7088,272,0
2020-05-01,US,Alaska,355,9,0
2020-05-01,US,Arizona,7655,320,0
2020-05-01,US,Arkansas,3281,61,0
2020-05-01,US,California,50130,2031,0
2020-05-01,US,Colorado,15284,777,0
2020-05-01,US,Connecticut,27700,2257,0
2020-05-01,US,Delaware,4734,152,0
2020-05-01,US,Diamond Princess,49,0,0
2020-05-01,US,District of Columbia,4323,224,0
2020-05-01,US,Florida,33690,1268,0
2020-05-01,US,Georgia,26264,1132,0
2020-05-01,US,Grand Princess,103,3,0
2020-05-01,US,Guam,145,5,0
2020-05-01,US,Hawaii,618,16,0
2020-05-01,US,Idaho,1984,60,0
2020-05-01,US,Illinois,52918,2355,0
2020-05-01,US,Indiana,17835,1114,0
2020-05-01,US,Iowa,7145,162,0
2020-05-01,US,Kansas,4413,134,0
2020-05-01,US,Kentucky,4708,240,0
2020-05-01,US,Louisiana,28001,1905,0
2020-05-01,US,Maine,1095,53,0
2020-05-01,US,Maryland,21742,1140,0
2020-05-01,US,Massachusetts,62205,3562,0
2020-05-01,US,Michigan,41379,3789,0
2020-05-01,US,Minnesota,5136,343,0
2020-05-01,US,Mississippi,6815,261,0
2020-05-01,US,Missouri,7818,350,0
2020-05-01,US,Montana,453,16,0
2020-05-01,US,Nebraska,4281,70,0
2020-05-01,US,Nevada,5053,243,0
2020-05-01,US,New Hampshire,2146,72,0
2020-05-01,US,New Jersey,118652,7228,0
2020-05-01,US,New Mexico,3411,123,0
2020-05-01,US,New York,304372,23587,0
2020-05-01,US,North Carolina,10754,406,0
2020-05-01,US,North Dakota,1067,19,0
2020-05-01,US,Northern Mariana Islands,14,2,0
2020-05-01,US,Ohio,18027,976,0
2020-05-01,US,Oklahoma,3618,222,0
2020-05-01,US,Oregon,2510,103,0
2020-05-01,US,Pennsylvania,47971,2475,0
2020-05-01,US,Puerto Rico,1539,92,0
2020-05-01,US,Recovered,0,0,153947
2020-05-01,US,Rhode Island,8621,266,0
2020-05-01,US,South Carolina,6095,244,0
2020-05-01,US,South Dakota,2449,17,0
2020-05-01,US,Tennessee,10735,199,0
2020-05-01,US,Texas,28727,812,0
2020-05-01,US,Utah,4672,46,0
2020-05-01,US,Vermont,866,49,0
2020-05-01,US,Virgin Islands,66,4,0
2020-05-01,US,Virginia,15847,552,0
2020-05-01,US,Washington,14327,814,0
2020-05-01,US,West Virginia,1125,41,0
2020-05-01,US,Wisconsin,6854,316,0
2020-05-01,US,Wyoming,559,7,0
2020-05-01,United Kingdom,Anguilla,3,0,3
2020-05-01,United Kingdom,Bermuda,114,6,48
2020-05-01,United Kingdom,British Virgin Islands,6,1,3
2020-05-01,United Kingdom,Cayman Islands,73,1,10
2020-05-01,United Kingdom,Channel Islands,537,40,386
2020-05-01,United Kingdom,Falkland Islands (Malvinas),13,0,11
2020-05-01,United Kingdom,Gibraltar,144,0,131
2020-05-01,United Kingdom,Isle of Man,315,21,260
2020-05-01,United Kingdom,Montserrat,11,1,2
2020-05-01,United Kingdom,Turks and Caicos Islands,12,1,5
2020-05-02,Australia,Australian Capital Territory,106,3,103
2020-05-02,Australia,New South Wales,3030,41,2293
2020-05-02,Australia,Northern Territory,27,0,24
2020-05-02,Australia,Queensland,1034,6,965
2020-05-02,Australia,South Australia,438,4,422
2020-05-02,Australia,Tasmania,221,13,157
2020-05-02,Australia,Victoria,1371,18,1300
2020-05-02,Australia,Western Australia,551,8,511
2020-05-02,Canada,Alberta,5573,92,0
2020-05-02,Canada,British Columbia,2145,112,0
2020-05-02,Canada,Diamond Princess,1,1,0
2020-05-02,Canada,Grand Princess,13,0,0
2020-05-02,Canada,Manitoba,281,6,0
2020-05-02,Canada,New Brunswick,118,0,0
2020-05-02,Canada,Newfoundland and Labrador,259,3,0
2020-05-02,Canada,Northwest Territories,5,0,0
2020-05-02,Canada,Nova Scotia,959,29,0
2020-05-02,Canada,Ontario,17880,1265,0
2020-05-02,Canada,Prince Edward Island,27,0,0
2020-05-02,Canada,Quebec,28656,2022,0
2020-05-02,Canada,Recovered,0,0,22764
2020-05-02,Canada,Saskatchewan,415,7,0
2020-05-02,Canada,Yukon,11,0,0
2020-05-02,China,Anhui,991,6,985
2020-05-02,China,Beijing,593,9,547
2020-05-02,China,Chongqing,579,6,573
2020-05-02,China,Fujian,356,1,353
2020-05-02,China,Gansu,139,2,137
2020-05-02,China,Guangdong,1588,8,1565
2020-05-02,China,Guangxi,254,2,252
2020-05-02,China,Guizhou,147,2,145
2020-05-02,China,Hainan,168,6,162
2020-05-02,China,Hebei,328,6,318
2020-05-02,China,Heilongjiang,944,13,605
2020-05-02,China,Henan,1276,22,1254
2020-05-02,China,Hong Kong,1039,4,859
2020-05-02,China,Hubei,68128,4512,63616
2020-05-02,China,Hunan,1019,4,1015
2020-05-02,China,Inner Mongolia,201,1,154
2020-05-02,China,Jiangsu,653,0,650
2020-05-02,China,Jiangxi,937,1,936
2020-05-02,China,Jilin,112,1,102
2020-05-02,China,Liaoning,146,2,144
2020-05-02,China,Macau,45,0,35
2020-05-02,China,Ningxia,75,0,75
2020-05-02,China,Qinghai,18,0,18
